Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1675.4594076029803,OUT049
FDW14,1523.315171662658,OUT017
NCN55,1973.9351209919068,OUT010
FDQ58,2035.5567130544996,OUT017
FDY38,5183.806966158123,OUT027
FDH56,1671.7489508812423,OUT046
FDL48,280.03711377359014,OUT018
FDC48,2787.9146509601683,OUT027
FDN33,1419.3127749138198,OUT045
FDA36,2918.8080784430886,OUT017
FDT44,1758.3640993065815,OUT017
FDQ56,1336.7215657165436,OUT045
NCC54,2006.6651824528644,OUT019
FDU11,2382.379290175763,OUT049
DRL59,616.2015529533819,OUT013
FDM24,2612.0315327855383,OUT049
FDI57,3432.5379743492113,OUT045
DRC12,2617.7089341912015,OUT018
NCM42,2988.249108231426,OUT027
FDA46,1615.3522253883057,OUT010
FDA31,2731.8978703760577,OUT013
NCJ31,3924.1905870415794,OUT035
FDG52,505.669215133561,OUT046
NCL19,637.9941040557933,OUT019
FDS10,2898.313220397046,OUT035
FDX22,1785.4816773807033,OUT010
NCF19,644.7140332439119,OUT035
NCE06,1982.1544143738402,OUT046
DRC27,3296.5260749230606,OUT046
FDE21,2400.774237153384,OUT035
NCR42,-1425.3708837124673,OUT019
FDX51,2626.2138608367063,OUT018
NCR06,193.38544200342858,OUT018
FDU31,4476.091886910492,OUT027
FDU59,3315.565088962941,OUT017
FDR03,4955.309327728583,OUT027
FDS49,2761.619131019226,OUT027
FDD48,415.14434726599393,OUT010
NCF18,3528.9647631362022,OUT017
NCD43,2340.4803835158746,OUT027
NCD54,2190.072303067826,OUT018
FDY19,434.5256680817047,OUT010
NCY54,3362.3176942345663,OUT017
NCL19,2193.602816892924,OUT018
FDP23,1819.4353906814104,OUT010
FDC26,1636.5178781482618,OUT013
FDR14,-1275.0548404374244,OUT010
NCS41,2889.8784953055733,OUT035
FDF41,4023.1587281978045,OUT035
FDU34,2309.4725352657456,OUT046
DRH11,1215.8296858212143,OUT046
FDM03,1558.6584742922014,OUT013
FDS31,2845.236078482295,OUT017
FDJ20,1812.8947193264512,OUT017
FDV44,4233.2998546520885,OUT027
FDG02,2917.258919536522,OUT049
FDA09,2767.9496688968957,OUT013
FDT04,443.0026541982901,OUT013
FDL58,2210.1854008266755,OUT019
FDE52,2577.1929446427366,OUT045
FDW12,2630.742589372631,OUT035
FDL51,3146.205208193648,OUT017
NCY42,3839.043514234246,OUT027
FDR07,1007.1263847902474,OUT017
FDN40,2449.5405982997936,OUT045
FDB35,2867.9596424407127,OUT027
FDA22,3327.066746489796,OUT017
NCL06,3377.814464359675,OUT046
FDI35,3387.374084761382,OUT013
NCW42,2995.0633228528404,OUT045
NCX06,2832.651026752604,OUT049
FDC37,3602.5873819694225,OUT027
FDZ14,2050.40686928669,OUT018
DRG49,3984.821095513241,OUT049
NCG06,3867.346641858294,OUT045
DRC36,2681.64872574796,OUT045
FDV21,482.1643067710535,OUT019
FDB53,3079.512959517857,OUT046
DRP47,2126.431777364943,OUT019
FDA14,1899.869085533132,OUT013
DRC24,3318.5772856704707,OUT035
FDW21,1269.7443343808968,OUT018
NCH29,2073.092694454349,OUT046
FDU58,2855.121165413264,OUT013
FDY27,2821.519189144349,OUT017
FDV56,1758.0437540206558,OUT035
FDT59,3753.240471813334,OUT046
FDB23,3727.0059023371214,OUT046
FDR49,414.77559885327037,OUT045
FDB03,2005.3320324376027,OUT010
FDN39,2585.7777438155554,OUT045
FDX02,5090.8695444736395,OUT027
FDQ16,3594.529455346612,OUT027
FDU35,1831.1281037055332,OUT018
NCT29,1706.5312884845785,OUT013
FDZ27,505.1420998248959,OUT046
FDN57,2546.7187224475992,OUT017
FDA03,2225.8919616256003,OUT018
FDZ36,3338.739382638733,OUT045
NCU05,1383.2508004789292,OUT013
FDT39,2287.6704809017033,OUT018
FDK60,1591.269999836119,OUT017
FDZ25,2770.7013066282434,OUT017
FDG12,2282.3882837676997,OUT046
DRB01,455.3666190462769,OUT019
NCC43,4676.274042353577,OUT027
FDX13,2093.114611522403,OUT019
FDM22,1252.9187637322218,OUT049
FDJ03,1936.3751690198924,OUT027
FDU14,3639.723677211311,OUT018
FDB33,785.8237053327246,OUT010
FDP27,2828.0342705414714,OUT046
FDO38,-488.5746543497528,OUT010
FDE28,4552.751740982059,OUT027
FDO27,1616.3344761105545,OUT035
DRL23,3025.762311825836,OUT027
FDS28,583.5043210022432,OUT046
FDX24,1490.064640140653,OUT013
FDZ02,1053.9967657432676,OUT035
FDL46,1594.996537631484,OUT045
FDS60,4155.376983456377,OUT027
NCO06,472.66913338220195,OUT017
FDO16,1553.2805453936207,OUT035
FDC60,1515.351482406786,OUT049
FDA48,3390.589814109299,OUT018
FDZ36,4807.4016907820305,OUT027
